#Data_base;Nome_da_Administradora;Código_do_segmento;Unidade_da_Federação_do_consorciado;Quantidade_de_adesões_no_trimestre
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RJ;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RN;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RN;2
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RN;4
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RN;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RO;1
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RO;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RO;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RO;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RR;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RR;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RR;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RR;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RS;36
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RS;5
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RS;2
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RS;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SC;9
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SC;1
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SC;2
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;SC;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SE;1
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SE;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SE;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;SE;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SP;19
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SP;1
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SP;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;SP;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;TO;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;TO;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;TO;0
202306;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;TO;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;AC;2
202306;DISBRAVE ADM CONS LTDA.                                     ;3;AC;1
202306;DISBRAVE ADM CONS LTDA.                                     ;4;AC;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;AL;3
202306;DISBRAVE ADM CONS LTDA.                                     ;3;AL;1
202306;DISBRAVE ADM CONS LTDA.                                     ;4;AL;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;AM;0
202306;DISBRAVE ADM CONS LTDA.                                     ;3;AM;3
202306;DISBRAVE ADM CONS LTDA.                                     ;4;AM;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;AP;0
202306;DISBRAVE ADM CONS LTDA.                                     ;3;AP;0
202306;DISBRAVE ADM CONS LTDA.                                     ;4;AP;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;BA;38
202306;DISBRAVE ADM CONS LTDA.                                     ;3;BA;182
202306;DISBRAVE ADM CONS LTDA.                                     ;4;BA;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;CE;24
202306;DISBRAVE ADM CONS LTDA.                                     ;3;CE;135
202306;DISBRAVE ADM CONS LTDA.                                     ;4;CE;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;DF;4
202306;DISBRAVE ADM CONS LTDA.                                     ;3;DF;40
202306;DISBRAVE ADM CONS LTDA.                                     ;4;DF;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;ES;12
202306;DISBRAVE ADM CONS LTDA.                                     ;3;ES;125
202306;DISBRAVE ADM CONS LTDA.                                     ;4;ES;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;GO;56
202306;DISBRAVE ADM CONS LTDA.                                     ;3;GO;146
202306;DISBRAVE ADM CONS LTDA.                                     ;4;GO;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;MA;37
202306;DISBRAVE ADM CONS LTDA.                                     ;3;MA;69
202306;DISBRAVE ADM CONS LTDA.                                     ;4;MA;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;MG;70
202306;DISBRAVE ADM CONS LTDA.                                     ;3;MG;39
202306;DISBRAVE ADM CONS LTDA.                                     ;4;MG;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;MS;8
202306;DISBRAVE ADM CONS LTDA.                                     ;3;MS;14
202306;DISBRAVE ADM CONS LTDA.                                     ;4;MS;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;MT;22
202306;DISBRAVE ADM CONS LTDA.                                     ;3;MT;64
202306;DISBRAVE ADM CONS LTDA.                                     ;4;MT;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;PA;18
202306;DISBRAVE ADM CONS LTDA.                                     ;3;PA;10
202306;DISBRAVE ADM CONS LTDA.                                     ;4;PA;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;PB;3
202306;DISBRAVE ADM CONS LTDA.                                     ;3;PB;7
202306;DISBRAVE ADM CONS LTDA.                                     ;4;PB;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;PE;13
202306;DISBRAVE ADM CONS LTDA.                                     ;3;PE;12
202306;DISBRAVE ADM CONS LTDA.                                     ;4;PE;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;PI;0
202306;DISBRAVE ADM CONS LTDA.                                     ;3;PI;8
202306;DISBRAVE ADM CONS LTDA.                                     ;4;PI;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;PR;268
202306;DISBRAVE ADM CONS LTDA.                                     ;3;PR;350
202306;DISBRAVE ADM CONS LTDA.                                     ;4;PR;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;RJ;15
202306;DISBRAVE ADM CONS LTDA.                                     ;3;RJ;18
202306;DISBRAVE ADM CONS LTDA.                                     ;4;RJ;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;RN;6
202306;DISBRAVE ADM CONS LTDA.                                     ;3;RN;10
202306;DISBRAVE ADM CONS LTDA.                                     ;4;RN;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;RO;73
202306;DISBRAVE ADM CONS LTDA.                                     ;3;RO;4
202306;DISBRAVE ADM CONS LTDA.                                     ;4;RO;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;RR;0
202306;DISBRAVE ADM CONS LTDA.                                     ;3;RR;1
202306;DISBRAVE ADM CONS LTDA.                                     ;4;RR;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;RS;39
202306;DISBRAVE ADM CONS LTDA.                                     ;3;RS;46
202306;DISBRAVE ADM CONS LTDA.                                     ;4;RS;0
202306;DISBRAVE ADM CONS LTDA.                                     ;6;RS;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;SC;96
202306;DISBRAVE ADM CONS LTDA.                                     ;3;SC;53
202306;DISBRAVE ADM CONS LTDA.                                     ;4;SC;0
202306;DISBRAVE ADM CONS LTDA.                                     ;5;SC;0
202306;DISBRAVE ADM CONS LTDA.                                     ;6;SC;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;SE;5
202306;DISBRAVE ADM CONS LTDA.                                     ;3;SE;5
202306;DISBRAVE ADM CONS LTDA.                                     ;4;SE;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;SP;529
202306;DISBRAVE ADM CONS LTDA.                                     ;3;SP;331
202306;DISBRAVE ADM CONS LTDA.                                     ;4;SP;0
202306;DISBRAVE ADM CONS LTDA.                                     ;1;TO;2
202306;DISBRAVE ADM CONS LTDA.                                     ;3;TO;13
202306;DISBRAVE ADM CONS LTDA.                                     ;4;TO;0
202306;BANCORBRÁS                                                  ;1;AC;0
202306;BANCORBRÁS                                                  ;1;AL;1
202306;BANCORBRÁS                                                  ;3;AL;1
202306;BANCORBRÁS                                                  ;6;AL;0
202306;BANCORBRÁS                                                  ;1;AM;2
202306;BANCORBRÁS                                                  ;3;AM;0
202306;BANCORBRÁS                                                  ;6;AM;0
202306;BANCORBRÁS                                                  ;1;AP;0
202306;BANCORBRÁS                                                  ;3;AP;0
202306;BANCORBRÁS                                                  ;1;BA;10
202306;BANCORBRÁS                                                  ;3;BA;2
202306;BANCORBRÁS                                                  ;6;BA;2
202306;BANCORBRÁS                                                  ;1;CE;1
202306;BANCORBRÁS                                                  ;3;CE;20
202306;BANCORBRÁS                                                  ;6;CE;4
202306;BANCORBRÁS                                                  ;1;DF;257
202306;BANCORBRÁS                                                  ;3;DF;185
202306;BANCORBRÁS                                                  ;6;DF;10
202306;BANCORBRÁS                                                  ;1;ES;6
202306;BANCORBRÁS                                                  ;3;ES;0
202306;BANCORBRÁS                                                  ;6;ES;0
202306;BANCORBRÁS                                                  ;1;GO;49
202306;BANCORBRÁS                                                  ;3;GO;97
202306;BANCORBRÁS                                                  ;6;GO;19
202306;BANCORBRÁS                                                  ;1;MA;3
202306;BANCORBRÁS                                                  ;3;MA;4
202306;BANCORBRÁS                                                  ;6;MA;0
202306;BANCORBRÁS                                                  ;1;MG;13
202306;BANCORBRÁS                                                  ;3;MG;14
202306;BANCORBRÁS                                                  ;6;MG;7
202306;BANCORBRÁS                                                  ;1;MS;0
202306;BANCORBRÁS                                                  ;3;MS;3
202306;BANCORBRÁS                                                  ;6;MS;2
202306;BANCORBRÁS                                                  ;1;MT;2
202306;BANCORBRÁS                                                  ;3;MT;5
202306;BANCORBRÁS                                                  ;6;MT;1
202306;BANCORBRÁS                                                  ;1;PA;3
202306;BANCORBRÁS                                                  ;3;PA;0
202306;BANCORBRÁS                                                  ;6;PA;2
202306;BANCORBRÁS                                                  ;1;PB;1
202306;BANCORBRÁS                                                  ;3;PB;18
202306;BANCORBRÁS                                                  ;6;PB;1
202306;BANCORBRÁS                                                  ;1;PE;0
202306;BANCORBRÁS                                                  ;3;PE;5
202306;BANCORBRÁS                                                  ;6;PE;0
202306;BANCORBRÁS                                                  ;1;PI;1
202306;BANCORBRÁS                                                  ;3;PI;2
202306;BANCORBRÁS                                                  ;6;PI;3
202306;BANCORBRÁS                                                  ;1;PR;37
202306;BANCORBRÁS                                                  ;3;PR;7
202306;BANCORBRÁS                                                  ;6;PR;0
202306;BANCORBRÁS                                                  ;1;RJ;0
202306;BANCORBRÁS                                                  ;3;RJ;3
202306;BANCORBRÁS                                                  ;6;RJ;0
202306;BANCORBRÁS                                                  ;1;RN;3
202306;BANCORBRÁS                                                  ;3;RN;2
202306;BANCORBRÁS                                                  ;6;RN;0
202306;BANCORBRÁS                                                  ;1;RO;2
202306;BANCORBRÁS                                                  ;3;RO;1
202306;BANCORBRÁS                                                  ;6;RO;0
202306;BANCORBRÁS                                                  ;1;RR;0
202306;BANCORBRÁS                                                  ;3;RR;1
202306;BANCORBRÁS                                                  ;1;RS;0
202306;BANCORBRÁS                                                  ;3;RS;1
202306;BANCORBRÁS                                                  ;6;RS;2
202306;BANCORBRÁS                                                  ;1;SC;22
202306;BANCORBRÁS                                                  ;3;SC;7
202306;BANCORBRÁS                                                  ;6;SC;0
